商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节,销量下限
452819128279,运动户外,运动鞋,夏季运动鞋百搭2025新款,367.16,天津,1000+人付款,津时尚运动店旗舰店,,未提供,未提供,休闲风,,宽松型,,1000
495338640800,运动户外,健身器材,健身器材宽松热销,1128.86,黑龙江,500+人付款,诚信运动店专卖店,,未提供,未提供,休闲风,,宽松型,,500
964080336720,医药健康,计生用品,计生用品2025新款,1453.29,江苏,1000+人付款,优品医药店旗舰店,,未提供,未提供,,,,,1000
957516763917,图书音像,社科,社科官方正品,288.37,江苏,1000+人付款,时尚图书店旗舰店,回头客5万,未提供,未提供,,,,,1000
910962111575,图书音像,经管,经管高品质,104.57,上海,500+人付款,优品图书店专卖店,回头客5万,未提供,未提供,,,,,500
956442336060,礼品鲜花,永生花,永生花2025新款,1217.04,云南,2000+人付款,品质礼品店专卖店,回头客1万,未提供,未提供,,,,,2000
756356397498,医药健康,保健品,保健品官方正品,1274.26,甘肃,2000+人付款,甘诚信医药店,5年老店,未提供,未提供,,,,,2000
948641776610,美妆护肤,身体护理,身体护理官方正品,392.56,福建,200+人付款,品质美妆店旗舰店,回头客5万,未提供,未提供,,,,,200
259129297371,钟表珠宝,戒指,戒指2025新款,3306.61,河南,1000+人付款,品质钟表店专卖店,皇冠店铺,未提供,未提供,,,,,1000
883902451334,玩具乐器,手办,手办2025新款,1338.15,山东,20万+人付款,优品玩具店,皇冠店铺,未提供,未提供,,,,,200000
595039295077,钟表珠宝,耳环,耳环官方正品,2902.13,四川,1000+人付款,优品钟表店,5年老店,未提供,未提供,,,,,1000
961604417440,食品生鲜,海鲜,海鲜官方正品,298.39,福建,1万+人付款,优品食品店专卖店,回头客10万,未提供,未提供,,,,,10000
959043535736,汽车用品,安全,安全2025新款,1213.56,上海,1000+人付款,品质汽车店专卖店,皇冠店铺,未提供,退货宝,,,,,1000
860256473473,图书音像,少儿,少儿高品质,51.47,广西,200+人付款,桂品质图书店,极速发货,未提供,未提供,,,,,200
460861946756,食品生鲜,粮油,粮油高品质,460.33,湖南,1万+人付款,优品食品店,,未提供,未提供,,,,,10000
644107769878,汽车用品,装饰,装饰高品质,275.83,广东,5000+人付款,品质汽车店旗舰店,正品保障,未提供,未提供,,,,,5000
913161694509,农资园艺,肥料,肥料2025新款,505.62,江西,100+人付款,赣诚信农资店,皇冠店铺,先用后付,未提供,,,,,100
768528383038,玩具乐器,手办,手办高品质,1057.3,陕西,1000+人付款,陕优品玩具店,8年老店,未提供,未提供,,,,,1000
936136332981,食品生鲜,肉类,肉类高品质,117.58,河南,500+人付款,优品食品店,5年老店,未提供,未提供,,,,,500
276738493305,宠物用品,服饰,夏季服饰百搭2025新款,278.85,贵州,200+人付款,品质宠物店,回头客5万,未提供,未提供,时尚风,,,秋季,200
655433456148,玩具乐器,益智玩具,益智玩具高品质,1663.67,北京,100+人付款,优品玩具店旗舰店,回头客3千,未提供,未提供,,,,,100
527194207413,汽车用品,装饰,装饰2025新款,779.06,重庆,200+人付款,渝优品汽车店旗舰店,正品保障,未提供,未提供,,,,,200
833504653808,农资园艺,盆栽,盆栽2025新款,393.26,辽宁,100+人付款,辽优品农资店旗舰店,极速发货,未提供,未提供,,,,,100
778188439384,宠物用品,用品,夏季用品宽松正品,94.27,上海,200+人付款,沪时尚宠物店,正品保障,先用后付,未提供,,,,秋季,200
809671909528,服饰鞋包,童装,夏季童装修身热销,695.73,陕西,20万+人付款,品质服饰店专卖店,回头客5万,未提供,未提供,通勤风,纯棉,宽松型,春季,200000
826282981214,数码家电,相机,相机2025新款办公,141.65,北京,100+人付款,时尚数码店,正品保障,未提供,未提供,,,,,100
465798311416,宠物用品,护理,护理百搭热销,201.78,陕西,1000+人付款,诚信宠物店,正品保障,未提供,未提供,,,,春季,1000
347497803488,农资园艺,肥料,肥料高品质,756.32,重庆,1000+人付款,优品农资店旗舰店,回头客3千,未提供,未提供,,,,,1000
729575400965,服饰鞋包,箱包,秋季箱包修身热销,380.19,海南,2000+人付款,时尚服饰店旗舰店,皇冠店铺,先用后付,未提供,休闲风,丝光棉,宽松型,夏季,2000
687339552570,数码家电,电脑,电脑2025新款家用,5369.18,浙江,500+人付款,时尚数码店专卖店,回头客1万,未提供,未提供,,,,,500
491300013652,汽车用品,清洁,清洁高品质,618.53,甘肃,500+人付款,甘品质汽车店,5年老店,未提供,退货宝,,,,,500
348273203099,食品生鲜,粮油,粮油官方正品,403.3,上海,5000+人付款,沪时尚食品店专卖店,,未提供,未提供,,,,,5000
896699607326,玩具乐器,乐器,乐器2025新款,135.25,甘肃,1000+人付款,甘优品玩具店,极速发货,未提供,未提供,,,,,1000
140995133129,图书音像,经管,经管2025新款,110.82,北京,100+人付款,京时尚图书店旗舰店,回头客10万,未提供,未提供,,,,,100
906984356088,汽车用品,保养,保养高品质,362.05,西藏,2000+人付款,藏品质汽车店旗舰店,回头客5万,未提供,未提供,,,,,2000
553270441387,母婴用品,奶粉,春季奶粉百搭热销,1050.24,福建,5000+人付款,时尚母婴店,皇冠店铺,未提供,未提供,时尚风,纯棉,,夏季,5000
297466797767,家居生活,家具,家具高品质家用,2996.63,广西,1000+人付款,时尚家居店专卖店,回头客1万,先用后付,未提供,,,,,1000
469546754696,美妆护肤,香水,香水2025新款,521.74,北京,1万+人付款,优品美妆店,皇冠店铺,未提供,未提供,,,,,10000
316559624581,美妆护肤,香水,香水官方正品,821.17,湖南,500+人付款,湘优品美妆店旗舰店,回头客5万,未提供,未提供,,,,,500
106855046019,钟表珠宝,耳环,耳环高品质,1262.48,陕西,2000+人付款,诚信钟表店,回头客10万,先用后付,未提供,,,,,2000
126741199369,农资园艺,农具,农具官方正品,782.58,福建,2000+人付款,诚信农资店旗舰店,8年老店,未提供,未提供,,,,,2000
283957635407,运动户外,运动鞋,运动鞋百搭热销,404.89,香港,1000+人付款,港诚信运动店,皇冠店铺,未提供,未提供,,,,春季,1000
721825060969,宠物用品,服饰,冬季服饰修身2025新款,242.36,江苏,5000+人付款,品质宠物店专卖店,5年老店,未提供,未提供,休闲风,,,秋季,5000
785782350531,图书音像,社科,社科高品质,293.51,江苏,500+人付款,诚信图书店专卖店,5年老店,未提供,退货宝,,,,,500
578116107689,家居生活,家纺,家纺高品质家用,2959.04,海南,2000+人付款,优品家居店旗舰店,极速发货,未提供,未提供,,,,,2000
832314793416,数码家电,家电,家电2025新款户外,5663.81,广西,1万+人付款,品质数码店,皇冠店铺,未提供,未提供,,,,,10000
919212847399,食品生鲜,水果,水果官方正品,149.28,广东,500+人付款,诚信食品店,金牌卖家,未提供,未提供,,,,,500
260558796582,礼品鲜花,礼盒,礼盒官方正品,1704.45,山西,1000+人付款,晋优品礼品店,8年老店,未提供,未提供,,,,,1000
843361091866,汽车用品,电子,电子官方正品,1062.28,广东,1000+人付款,粤诚信汽车店旗舰店,回头客3千,未提供,未提供,,,,,1000
373776247570,美妆护肤,身体护理,身体护理2025新款,63.16,福建,500+人付款,优品美妆店,,未提供,未提供,,,,,500
512028093559,美妆护肤,美发,美发高品质,846.06,河北,200+人付款,品质美妆店,5年老店,未提供,未提供,,,,,200
352231963568,玩具乐器,儿童玩具,儿童玩具2025新款,1873.2,陕西,500+人付款,时尚玩具店,回头客10万,先用后付,未提供,,,,,500
416374410391,玩具乐器,益智玩具,益智玩具官方正品,334.77,江苏,2000+人付款,苏品质玩具店,极速发货,未提供,未提供,,,,,2000
933336697500,母婴用品,辅食,冬季辅食宽松正品,854.69,四川,500+人付款,品质母婴店,回头客3千,未提供,退货宝,休闲风,莫代尔,,春季,500
222100627516,钟表珠宝,手链,手链官方正品,2351.98,北京,10万+人付款,诚信钟表店旗舰店,极速发货,先用后付,未提供,,,,,100000
929975527215,服饰鞋包,箱包,春季箱包百搭热销,76.91,上海,500+人付款,沪优品服饰店,5年老店,未提供,未提供,,纯棉,修身型,,500
383829027061,宠物用品,玩具,冬季玩具百搭热销,163.86,上海,2000+人付款,诚信宠物店专卖店,正品保障,未提供,未提供,,,,秋季,2000
541621384501,运动户外,健身器材,冬季健身器材百搭热销,911.65,浙江,2000+人付款,品质运动店,回头客3千,未提供,未提供,休闲风,,宽松型,,2000
631644507350,美妆护肤,美发,美发官方正品,97.22,广东,100+人付款,品质美妆店,5年老店,未提供,未提供,,,,,100
191918589310,医药健康,医疗器械,医疗器械官方正品,1316.26,广东,2000+人付款,时尚医药店旗舰店,5年老店,未提供,未提供,,,,,2000
646324629946,服饰鞋包,女装,女装修身热销,343.59,云南,1000+人付款,品质服饰店旗舰店,8年老店,未提供,未提供,时尚风,聚酯纤维,,春季,1000
419378375822,农资园艺,盆栽,盆栽高品质,169.12,新疆,1000+人付款,诚信农资店专卖店,5年老店,未提供,未提供,,,,,1000
560201313882,钟表珠宝,耳环,耳环官方正品,2328.17,辽宁,1万+人付款,时尚钟表店旗舰店,,未提供,退货宝,,,,,10000
896851842452,数码家电,手机,手机高品质办公,889.07,澳门,1000+人付款,优品数码店,,未提供,未提供,,,,,1000
553458855903,运动户外,运动服,春季运动服修身正品,1558.61,西藏,500+人付款,藏品质运动店,,先用后付,未提供,通勤风,,宽松型,秋季,500
937031301682,数码家电,家电,家电高品质办公,1391.9,云南,1000+人付款,滇时尚数码店旗舰店,8年老店,未提供,未提供,,,,,1000
370440022982,家居生活,家具,家具2025新款办公,2709.21,上海,100+人付款,时尚家居店专卖店,5年老店,未提供,未提供,,,,,100
299815400205,母婴用品,童装,春季童装百搭正品,261.96,河南,100+人付款,豫优品母婴店,,先用后付,未提供,,,,冬季,100
847685397571,图书音像,教材,教材高品质,68.48,山东,200+人付款,鲁优品图书店旗舰店,回头客5万,未提供,未提供,,,,,200
622333772474,钟表珠宝,手链,手链2025新款,3955.22,河南,100+人付款,豫时尚钟表店专卖店,,未提供,未提供,,,,,100
361685437957,图书音像,经管,经管高品质,55.81,贵州,1000+人付款,诚信图书店,回头客5万,未提供,未提供,,,,,1000
264962053700,玩具乐器,儿童玩具,儿童玩具高品质,1373.71,甘肃,5000+人付款,甘优品玩具店专卖店,回头客10万,未提供,退货宝,,,,,5000
561426934188,农资园艺,花卉,花卉官方正品,350.43,黑龙江,5000+人付款,诚信农资店专卖店,皇冠店铺,未提供,未提供,,,,,5000
723638274218,宠物用品,食品,夏季食品百搭热销,48.75,江苏,2万+人付款,苏诚信宠物店旗舰店,正品保障,未提供,未提供,通勤风,,,春季,20000
809069081410,服饰鞋包,箱包,冬季箱包修身正品,914.15,广东,500+人付款,时尚服饰店,皇冠店铺,未提供,未提供,时尚风,莫代尔,,夏季,500
351971470082,运动户外,健身器材,健身器材修身正品,361.73,四川,200+人付款,川品质运动店,,未提供,未提供,时尚风,,宽松型,冬季,200
365938882190,母婴用品,纸尿裤,冬季纸尿裤修身热销,959.27,河南,5000+人付款,豫诚信母婴店旗舰店,金牌卖家,未提供,退货宝,时尚风,纯棉,,,5000
923406453334,家居生活,厨具,厨具2025新款家用,1359.46,广东,2000+人付款,粤优品家居店专卖店,回头客1万,未提供,未提供,,,,,2000
156601024238,家居生活,家纺,家纺高品质户外,1900.46,河南,2000+人付款,品质家居店,回头客3千,未提供,未提供,,,,,2000
730683196677,农资园艺,花卉,花卉2025新款,351.46,广东,20万+人付款,时尚农资店专卖店,5年老店,未提供,未提供,,,,,200000
490132715988,服饰鞋包,配饰,配饰修身2025新款,227.17,福建,200+人付款,品质服饰店旗舰店,极速发货,未提供,未提供,,聚酯纤维,,冬季,200
979020561279,数码家电,电脑,电脑2025新款家用,2424.1,四川,1万+人付款,品质数码店,正品保障,未提供,未提供,,,,,10000
200334548676,美妆护肤,美发,美发2025新款,95.39,陕西,2万+人付款,时尚美妆店旗舰店,8年老店,未提供,未提供,,,,,20000
601958895235,钟表珠宝,耳环,耳环官方正品,2138.59,内蒙古,500+人付款,时尚钟表店,正品保障,未提供,未提供,,,,,500
660243390093,钟表珠宝,耳环,耳环官方正品,224.1,四川,5万+人付款,诚信钟表店专卖店,回头客3千,未提供,未提供,,,,,50000
979817841120,礼品鲜花,礼品,礼品高品质,1372.91,重庆,100+人付款,优品礼品店,8年老店,未提供,未提供,,,,,100
414691327085,礼品鲜花,定制礼品,定制礼品高品质,1425.18,安徽,2000+人付款,优品礼品店,5年老店,未提供,未提供,,,,,2000
350535401623,美妆护肤,身体护理,身体护理高品质,330.82,甘肃,1000+人付款,诚信美妆店旗舰店,,未提供,未提供,,,,,1000
561613256508,宠物用品,玩具,秋季玩具宽松热销,293.16,河南,1000+人付款,豫优品宠物店,,未提供,未提供,时尚风,,,冬季,1000
348866276032,农资园艺,盆栽,盆栽2025新款,213.04,江苏,10万+人付款,诚信农资店,极速发货,未提供,未提供,,,,,100000
708830545239,食品生鲜,粮油,粮油高品质,389.05,四川,1000+人付款,品质食品店旗舰店,回头客3千,未提供,未提供,,,,,1000
251447284380,汽车用品,安全,安全高品质,300.73,江苏,1000+人付款,苏时尚汽车店,,未提供,未提供,,,,,1000
714157443675,服饰鞋包,鞋靴,秋季鞋靴宽松正品,662.77,北京,500+人付款,时尚服饰店旗舰店,回头客3千,未提供,退货宝,通勤风,聚酯纤维,标准型,,500
146351743171,数码家电,家电,家电2025新款办公,5270.37,湖南,2万+人付款,诚信数码店,5年老店,未提供,未提供,,,,,20000
260532585045,服饰鞋包,鞋靴,鞋靴百搭热销,1091.55,新疆,100+人付款,品质服饰店,5年老店,先用后付,未提供,,聚酯纤维,宽松型,秋季,100
237211410283,宠物用品,玩具,秋季玩具宽松热销,348.99,香港,1000+人付款,优品宠物店,回头客3千,未提供,未提供,,,,夏季,1000
514981988093,玩具乐器,模型,模型高品质,1550.37,河北,1000+人付款,诚信玩具店专卖店,正品保障,未提供,未提供,,,,,1000
183152922956,礼品鲜花,礼品,礼品官方正品,1212.84,浙江,2000+人付款,浙诚信礼品店旗舰店,8年老店,未提供,未提供,,,,,2000
833289272817,美妆护肤,美发,美发官方正品,725.01,江西,2000+人付款,赣时尚美妆店,回头客3千,先用后付,未提供,,,,,2000
953091391594,母婴用品,玩具,秋季玩具宽松正品,1212.8,陕西,200+人付款,品质母婴店,皇冠店铺,未提供,未提供,通勤风,聚酯纤维,,春季,200
840409501843,数码家电,电脑,电脑2025新款户外,5449.03,浙江,1万+人付款,品质数码店,正品保障,未提供,未提供,,,,,10000
142597030096,运动户外,户外装备,夏季户外装备修身2025新款,1113.81,辽宁,1000+人付款,优品运动店,,未提供,未提供,通勤风,,修身型,冬季,1000
510092748195,家居生活,装饰,装饰高品质家用,2284.44,新疆,1000+人付款,优品家居店,金牌卖家,未提供,未提供,,,,,1000
844889780490,母婴用品,童装,童装修身2025新款,500.13,甘肃,1000+人付款,甘品质母婴店旗舰店,8年老店,先用后付,未提供,时尚风,莫代尔,,夏季,1000
675773063531,宠物用品,食品,秋季食品百搭热销,384.78,河北,200+人付款,品质宠物店,回头客5万,未提供,未提供,通勤风,,,,200
217054439884,数码家电,家电,家电2025新款家用,569.46,江苏,2000+人付款,品质数码店,,未提供,未提供,,,,,2000
903036424590,食品生鲜,零食,零食2025新款,96.29,辽宁,5000+人付款,辽诚信食品店,8年老店,未提供,未提供,,,,,5000
216842511085,美妆护肤,美发,美发2025新款,710.07,湖北,1万+人付款,品质美妆店专卖店,极速发货,未提供,未提供,,,,,10000
441740417768,母婴用品,玩具,冬季玩具百搭热销,747.91,贵州,100+人付款,诚信母婴店旗舰店,金牌卖家,未提供,未提供,,羊毛,,春秋季,100
703955763130,玩具乐器,益智玩具,益智玩具高品质,196.33,宁夏,2万+人付款,优品玩具店,金牌卖家,未提供,退货宝,,,,,20000
671226412463,运动户外,户外装备,户外装备修身正品,1386.95,宁夏,2000+人付款,宁诚信运动店专卖店,正品保障,未提供,未提供,,,修身型,春秋季,2000
450151968018,数码家电,耳机,耳机高品质户外,1242.26,广东,2000+人付款,诚信数码店旗舰店,金牌卖家,未提供,未提供,,,,,2000
200945297997,服饰鞋包,鞋靴,春季鞋靴宽松热销,640.91,上海,2000+人付款,诚信服饰店旗舰店,回头客3千,未提供,未提供,休闲风,纯棉,修身型,冬季,2000
527499925490,运动户外,健身器材,冬季健身器材宽松2025新款,544.46,北京,2000+人付款,优品运动店旗舰店,极速发货,未提供,未提供,休闲风,,宽松型,夏季,2000
903406465945,母婴用品,纸尿裤,夏季纸尿裤修身热销,310.82,上海,50万+人付款,优品母婴店,5年老店,未提供,未提供,,莫代尔,,,500000
871019825326,农资园艺,花卉,花卉官方正品,177.86,安徽,2000+人付款,时尚农资店旗舰店,,未提供,未提供,,,,,2000
686849248580,汽车用品,保养,保养高品质,283.72,四川,1万+人付款,优品汽车店,8年老店,未提供,未提供,,,,,10000
594696584756,医药健康,保健品,保健品高品质,632.57,河北,2000+人付款,优品医药店旗舰店,回头客10万,未提供,未提供,,,,,2000
437357694275,钟表珠宝,戒指,戒指官方正品,488.03,江西,500+人付款,时尚钟表店旗舰店,,未提供,未提供,,,,,500
171681380605,母婴用品,纸尿裤,夏季纸尿裤修身2025新款,272.65,广东,2万+人付款,时尚母婴店专卖店,,未提供,未提供,,纯棉,,秋季,20000
916084376058,汽车用品,电子,电子官方正品,1199.45,广东,1000+人付款,诚信汽车店专卖店,皇冠店铺,先用后付,未提供,,,,,1000
281629228846,美妆护肤,身体护理,身体护理高品质,162.92,湖北,100+人付款,鄂优品美妆店专卖店,回头客10万,先用后付,未提供,,,,,100
130908870939,食品生鲜,水果,水果官方正品,447.94,甘肃,500+人付款,甘诚信食品店,正品保障,未提供,未提供,,,,,500
398385144320,图书音像,经管,经管官方正品,231.35,广东,5000+人付款,粤诚信图书店,,未提供,未提供,,,,,5000
786297546947,服饰鞋包,男装,春季男装宽松正品,679.9,河南,1000+人付款,豫诚信服饰店,5年老店,未提供,未提供,,,修身型,冬季,1000
277762068113,医药健康,保健品,保健品官方正品,851.35,重庆,200+人付款,渝优品医药店专卖店,回头客10万,未提供,未提供,,,,,200
616707636252,宠物用品,用品,秋季用品百搭热销,187.35,上海,5000+人付款,品质宠物店,回头客5万,未提供,未提供,,,,,5000
864383737481,食品生鲜,肉类,肉类高品质,352.66,广东,200+人付款,粤品质食品店旗舰店,回头客1万,未提供,未提供,,,,,200
185493179628,美妆护肤,身体护理,身体护理官方正品,534.04,西藏,200+人付款,藏时尚美妆店,回头客3千,未提供,未提供,,,,,200
782318974029,运动户外,运动鞋,春季运动鞋修身热销,514.24,江苏,200+人付款,诚信运动店专卖店,,未提供,未提供,时尚风,,,春季,200
815681881005,母婴用品,玩具,夏季玩具百搭正品,710.82,江苏,500+人付款,苏优品母婴店旗舰店,金牌卖家,未提供,未提供,,,,夏季,500
185213953338,服饰鞋包,男装,春季男装宽松2025新款,1183.93,云南,500+人付款,滇时尚服饰店,极速发货,未提供,未提供,休闲风,,宽松型,秋季,500
140813485435,钟表珠宝,戒指,戒指2025新款,2564.88,山东,2000+人付款,优品钟表店,皇冠店铺,未提供,未提供,,,,,2000
723505996384,农资园艺,盆栽,盆栽2025新款,764.77,河北,50万+人付款,优品农资店旗舰店,,未提供,未提供,,,,,500000
368740598704,运动户外,户外装备,春季户外装备宽松热销,412.91,福建,5万+人付款,时尚运动店专卖店,金牌卖家,未提供,未提供,时尚风,,宽松型,,50000
998748140325,图书音像,经管,经管高品质,108.44,广东,1万+人付款,粤诚信图书店专卖店,回头客3千,未提供,退货宝,,,,,10000
844787302961,礼品鲜花,定制礼品,定制礼品官方正品,537.87,湖北,500+人付款,优品礼品店专卖店,5年老店,先用后付,未提供,,,,,500
613489246640,母婴用品,童装,夏季童装修身热销,187.93,江苏,500+人付款,品质母婴店旗舰店,5年老店,未提供,未提供,通勤风,羊毛,,秋季,500
716420195162,美妆护肤,面部护理,面部护理官方正品,691.58,上海,200+人付款,时尚美妆店旗舰店,回头客1万,未提供,未提供,,,,,200
885168333625,运动户外,运动鞋,运动鞋百搭热销,179.71,安徽,1000+人付款,时尚运动店专卖店,极速发货,未提供,未提供,时尚风,,,冬季,1000
646653172122,玩具乐器,儿童玩具,儿童玩具高品质,1771.03,陕西,5000+人付款,优品玩具店旗舰店,正品保障,未提供,未提供,,,,,5000
723118872158,美妆护肤,香水,香水高品质,109.59,浙江,1万+人付款,诚信美妆店旗舰店,5年老店,未提供,未提供,,,,,10000
692534841514,美妆护肤,彩妆,彩妆高品质,631.39,广东,500+人付款,诚信美妆店,皇冠店铺,未提供,未提供,,,,,500
324269407739,图书音像,教材,教材2025新款,66.72,新疆,1000+人付款,品质图书店,回头客10万,未提供,退货宝,,,,,1000
653772956036,母婴用品,童装,童装百搭正品,328.59,北京,2万+人付款,优品母婴店专卖店,回头客3千,未提供,未提供,,羊毛,,冬季,20000
195972085691,宠物用品,玩具,春季玩具宽松2025新款,84.42,新疆,10万+人付款,诚信宠物店,8年老店,未提供,未提供,休闲风,,,秋季,100000
143515498058,宠物用品,护理,护理百搭热销,228.69,河南,2000+人付款,豫品质宠物店专卖店,回头客1万,未提供,退货宝,通勤风,,,秋季,2000
840258957429,医药健康,计生用品,计生用品2025新款,487.46,广东,1000+人付款,诚信医药店,5年老店,未提供,未提供,,,,,1000
161203099569,礼品鲜花,礼盒,礼盒官方正品,511.52,上海,2000+人付款,品质礼品店,回头客3千,先用后付,未提供,,,,,2000
263373366090,玩具乐器,儿童玩具,儿童玩具高品质,2343.27,四川,1000+人付款,川品质玩具店专卖店,,未提供,退货宝,,,,,1000
578724601282,图书音像,教材,教材官方正品,174.55,福建,5000+人付款,时尚图书店旗舰店,,未提供,未提供,,,,,5000
673161533346,玩具乐器,儿童玩具,儿童玩具高品质,899.42,四川,10万+人付款,优品玩具店旗舰店,8年老店,未提供,未提供,,,,,100000
808774337280,玩具乐器,儿童玩具,儿童玩具官方正品,2251.35,甘肃,5000+人付款,甘时尚玩具店旗舰店,正品保障,未提供,未提供,,,,,5000
296977823820,宠物用品,玩具,冬季玩具百搭2025新款,176.89,天津,500+人付款,诚信宠物店,回头客10万,未提供,未提供,,,,冬季,500
448843135004,数码家电,手机,手机官方正品户外,979.13,江苏,2000+人付款,品质数码店专卖店,皇冠店铺,先用后付,未提供,,,,,2000
642000823302,汽车用品,安全,安全官方正品,1072.14,澳门,200+人付款,澳品质汽车店,皇冠店铺,先用后付,未提供,,,,,200
353857312985,宠物用品,食品,春季食品修身2025新款,207.58,浙江,100+人付款,优品宠物店旗舰店,回头客3千,未提供,未提供,,,,夏季,100
217208097574,图书音像,经管,经管高品质,82.8,河北,500+人付款,时尚图书店旗舰店,5年老店,未提供,未提供,,,,,500
154030129782,玩具乐器,益智玩具,益智玩具高品质,427.47,甘肃,2000+人付款,品质玩具店旗舰店,5年老店,未提供,未提供,,,,,2000
869164263329,数码家电,电脑,电脑官方正品办公,5272.83,陕西,5000+人付款,诚信数码店旗舰店,金牌卖家,未提供,退货宝,,,,,5000
732319013451,家居生活,家纺,家纺高品质家用,2528.53,四川,500+人付款,时尚家居店,皇冠店铺,未提供,未提供,,,,,500
620332104367,数码家电,电脑,电脑高品质家用,5235.63,浙江,1万+人付款,时尚数码店旗舰店,回头客1万,未提供,未提供,,,,,10000
815298208972,宠物用品,用品,用品宽松2025新款,244.1,山东,200+人付款,鲁时尚宠物店专卖店,极速发货,未提供,未提供,休闲风,,,,200
122138800677,食品生鲜,肉类,肉类官方正品,404.23,江苏,2000+人付款,诚信食品店专卖店,5年老店,未提供,未提供,,,,,2000
659668454092,钟表珠宝,项链,项链高品质,2851.02,陕西,10万+人付款,优品钟表店,回头客10万,未提供,未提供,,,,,100000
601885153415,宠物用品,护理,冬季护理百搭热销,90.42,云南,500+人付款,滇时尚宠物店专卖店,回头客1万,未提供,未提供,时尚风,,,秋季,500
260236558324,服饰鞋包,男装,夏季男装百搭2025新款,546.41,浙江,5000+人付款,时尚服饰店旗舰店,极速发货,未提供,未提供,,,,秋季,5000
973989952180,钟表珠宝,戒指,戒指高品质,488.61,内蒙古,100+人付款,诚信钟表店,皇冠店铺,未提供,未提供,,,,,100
639979882739,宠物用品,用品,秋季用品百搭热销,64.94,广东,2万+人付款,时尚宠物店,,先用后付,退货宝,休闲风,,,,20000
961862288884,钟表珠宝,手表,手表高品质,389.39,上海,5000+人付款,诚信钟表店,极速发货,未提供,未提供,,,,,5000
709629623382,运动户外,运动服,春季运动服宽松2025新款,591.23,河南,200+人付款,品质运动店,回头客3千,未提供,未提供,,,宽松型,春秋季,200
805351275255,医药健康,计生用品,计生用品官方正品,237.36,重庆,1万+人付款,渝时尚医药店,8年老店,未提供,未提供,,,,,10000
586648921637,玩具乐器,手办,手办高品质,585.65,广西,5000+人付款,优品玩具店,回头客10万,未提供,未提供,,,,,5000
624489338110,图书音像,教材,教材2025新款,60.79,江西,1000+人付款,优品图书店专卖店,极速发货,未提供,未提供,,,,,1000
387391807515,汽车用品,清洁,清洁2025新款,437.63,贵州,200+人付款,黔优品汽车店旗舰店,,未提供,未提供,,,,,200
782218416139,医药健康,保健品,保健品高品质,89.56,山西,100+人付款,晋品质医药店旗舰店,5年老店,未提供,未提供,,,,,100
988260346159,医药健康,医疗器械,医疗器械官方正品,619.21,江苏,10万+人付款,苏品质医药店专卖店,,未提供,未提供,,,,,100000
134090766854,礼品鲜花,礼品,礼品官方正品,449.75,香港,1万+人付款,诚信礼品店旗舰店,回头客10万,未提供,未提供,,,,,10000
999165497374,图书音像,教材,教材官方正品,111.09,四川,500+人付款,品质图书店旗舰店,回头客5万,未提供,退货宝,,,,,500
374915374991,医药健康,计生用品,计生用品高品质,373.15,内蒙古,10万+人付款,诚信医药店旗舰店,回头客1万,未提供,未提供,,,,,100000
364537650906,食品生鲜,肉类,肉类高品质,303.36,广西,10万+人付款,优品食品店,,未提供,未提供,,,,,100000
824259686232,服饰鞋包,童装,冬季童装修身正品,1291.42,浙江,50万+人付款,浙时尚服饰店专卖店,皇冠店铺,未提供,未提供,休闲风,羊毛,标准型,春秋季,500000
559548114427,汽车用品,保养,保养高品质,555.33,海南,20万+人付款,优品汽车店旗舰店,5年老店,未提供,未提供,,,,,200000
596519520117,玩具乐器,乐器,乐器高品质,1169.93,广东,2000+人付款,粤优品玩具店旗舰店,8年老店,先用后付,未提供,,,,,2000
415085780974,玩具乐器,儿童玩具,儿童玩具2025新款,530.49,天津,100+人付款,诚信玩具店旗舰店,回头客3千,未提供,未提供,,,,,100
450968051042,美妆护肤,香水,香水2025新款,116.37,河南,5万+人付款,品质美妆店专卖店,5年老店,未提供,未提供,,,,,50000
127737724253,运动户外,健身器材,冬季健身器材宽松热销,348.65,安徽,1000+人付款,优品运动店,极速发货,未提供,未提供,休闲风,,宽松型,,1000
930833957015,母婴用品,辅食,夏季辅食百搭正品,465.73,广东,1000+人付款,品质母婴店旗舰店,回头客10万,先用后付,未提供,通勤风,莫代尔,,,1000
664444322264,医药健康,药品,药品2025新款,577.42,辽宁,5000+人付款,优品医药店旗舰店,皇冠店铺,先用后付,未提供,,,,,5000
636091007862,礼品鲜花,永生花,永生花高品质,1605.58,山东,500+人付款,品质礼品店旗舰店,金牌卖家,未提供,退货宝,,,,,500
245470428793,医药健康,药品,药品官方正品,1053.93,山西,2000+人付款,诚信医药店,回头客3千,未提供,未提供,,,,,2000
297226256658,汽车用品,安全,安全官方正品,450.38,重庆,500+人付款,诚信汽车店,,未提供,未提供,,,,,500
828073584084,家居生活,家具,家具高品质户外,130.48,甘肃,5000+人付款,优品家居店旗舰店,金牌卖家,未提供,退货宝,,,,,5000
959503307628,宠物用品,玩具,玩具宽松2025新款,326.41,河北,1000+人付款,冀品质宠物店,8年老店,未提供,未提供,时尚风,,,,1000
299009400443,汽车用品,保养,保养2025新款,922.33,山西,1万+人付款,时尚汽车店旗舰店,回头客10万,未提供,未提供,,,,,10000
